mã sự kiện,tiêu đề sự kiện,tiêu đề sự kiện (tiếng Anh),ngày công bố,ngày thực hiện,liên kết nguồn,mã loại sự kiện,tỷ lệ,giá trị,ngày chốt quyền,ngày không hưởng quyền,tên loại sự kiện,tên loại sự kiện (tiếng Anh),mã chứng khoán
44495131,PNJ - Trả cổ tức Đợt 2 năm 2023 bằng tiền 1400 đồng/cổ phiếu,PNJ - Pay cash dividend 2023 - Interim 2 at VND 1400/share,2024-09-24,2024-10-16T00:00:00,http://fiinpro.com/News/Detail/11327703?lang=vi-vn,DIV,0.14,1400,2024-10-03T00:00:00,2024-10-02,Trả cổ tức bằng tiền mặt,Cash Dividend,PNJ
50556614,PNJ - Trả cổ tức Đợt 1 năm 2024 bằng tiền 600 đồng/cổ phiếu,PNJ - Pay cash dividend 2024 - Interim 1 at VND 600/share,2025-01-24,2025-03-10T00:00:00,http://fiinpro.com/News/Detail/11446148?lang=vi-vn,DIV,0.06,600,2025-02-11T00:00:00,2025-02-10,Trả cổ tức bằng tiền mặt,Cash Dividend,PNJ
6678599,"PNJ - Niêm yết bổ sung 15,000,000 cổ phiếu","PNJ- Lists additional 15,000,000 shares",2022-04-25,2023-03-30T00:00:00,http://fiinpro.com/News/Detail/10303563?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PNJ
46157727,PNJ - Niêm yết bổ sung 3.345.596 cổ phiếu,"PNJ- Lists additional 3,345,596 shares",2024-10-25,2024-10-28T00:00:00,http://fiinpro.com/News/Detail/11359830?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PNJ
28848508,PNJ - Trả cổ tức Đợt 3 năm 2022 bằng tiền 800 đồng/cổ phiếu,PNJ - Pay cash dividend 2022 - Interim 3 at VND 800/share,2023-10-12,2023-10-27T00:00:00,http://fiinpro.com/News/Detail/10953281?lang=vi-vn,DIV,0.08,800,2023-10-23T00:00:00,2023-10-20,Trả cổ tức bằng tiền mặt,Cash Dividend,PNJ
34781341,PNJ - Trả cổ tức Đợt 1 năm 2023 bằng tiền 600 đồng/cổ phiếu,PNJ - Pay cash dividend 2023 - Interim 1 at VND 600/share,2024-03-01,2024-04-12T00:00:00,http://fiinpro.com/News/Detail/11102986?lang=vi-vn,DIV,0.06,600,2024-03-18T00:00:00,2024-03-15,Trả cổ tức bằng tiền mặt,Cash Dividend,PNJ
29244,PNJ - Niêm yết bổ sung 927.525 cổ phiếu,"PNJ - Lists additional 927,525 shares",2021-01-25,2023-12-18T00:00:00,http://fiinpro.com/News/Detail/6774871?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PNJ
33746729,"PNJ - Niêm yết bổ sung 6,559,992 cổ phiếu","PNJ- Lists additional 6,559,992 shares",2024-02-06,2024-02-15T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/df08b928-f9a4-4173-a303-7f9a904e6909?ridx=477469844,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PNJ
24673286,PPC - Trả cổ tức Đợt 1 năm 2022 bằng tiền 400 đồng/cổ phiếu,PPC - Pay cash dividend 2022 - Interim 1 at VND 400/share,2023-07-06,2023-07-28T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/ffbd1062-32a4-4c3d-acfe-0951f52411c9?ridx=489934904,DIV,0.04,400,2023-07-17T00:00:00,2023-07-14,Trả cổ tức bằng tiền mặt,Cash Dividend,PPC
28463861,PPC - Trả cổ tức Đợt 2 năm 2022 bằng tiền 400 đồng/cổ phiếu,PPC - Pay cash dividend 2022 - Interim 2 at VND 400/share,2023-10-02,2023-10-27T00:00:00,http://fiinpro.com/News/Detail/10944099?lang=vi-vn,DIV,0.04,400,2023-10-18T00:00:00,2023-10-17,Trả cổ tức bằng tiền mặt,Cash Dividend,PPC
31678668,PPC - Trả cổ tức Đợt 1 năm 2023 bằng tiền 275 đồng/cổ phiếu,PPC - Pay cash dividend 2023 - Interim 1 at VND 275/share,2023-12-15,2024-03-04T00:00:00,http://fiinpro.com/News/Detail/11021884?lang=vi-vn,DIV,0.0275,275,2023-12-27T00:00:00,2023-12-26,Trả cổ tức bằng tiền mặt,Cash Dividend,PPC
32831942,PPC - Trả cổ tức Đợt 2 năm 2023 bằng tiền 1875 đồng/cổ phiếu,PPC - Pay cash dividend 2023 - Interim 2 at VND 1875/share,2024-01-12,2024-06-28T00:00:00,http://fiinpro.com/News/Detail/11047752?lang=vi-vn,DIV,0.1875,1875,2024-01-22T00:00:00,2024-01-19,Trả cổ tức bằng tiền mặt,Cash Dividend,PPC
45676991,PPC - Trả cổ tức Đợt 3 năm 2023 bằng tiền 625 đồng/cổ phiếu,PPC - Pay cash dividend 2023 - Interim 3 at VND 625/share,2024-10-18,2024-12-06T00:00:00,http://fiinpro.com/News/Detail/11351678?lang=vi-vn,DIV,0.0625,625,2024-11-06T00:00:00,2024-11-05,Trả cổ tức bằng tiền mặt,Cash Dividend,PPC
48105947,PPC - Trả cổ tức Đợt 1 năm 2024 bằng tiền 200 đồng/cổ phiếu,PPC - Pay cash dividend 2024 - Interim 1 at VND 200/share,2024-12-05,2025-02-19T00:00:00,http://fiinpro.com/News/Detail/11398533?lang=vi-vn,DIV,0.02,200,2024-12-25T00:00:00,2024-12-24,Trả cổ tức bằng tiền mặt,Cash Dividend,PPC
22624596,PTB - Trả cổ tức Đợt 2 năm 2022 bằng tiền 2000 đồng/cổ phiếu,PTB - Pay cash dividend 2022 - Interim 2 at VND 2000/share,2023-05-12,2023-06-28T00:00:00,http://fiinpro.com/News/Detail/10781460?lang=vi-vn,DIV,0.2,2000,2023-05-25T00:00:00,2023-05-24,Trả cổ tức bằng tiền mặt,Cash Dividend,PTB
40438925,PTB - Trả cổ tức Đợt 2 năm 2023 bằng tiền 1000 đồng/cổ phiếu,PTB - Pay cash dividend 2023 - Interim 2 at VND 1000/share,2024-07-02,2024-07-30T00:00:00,http://fiinpro.com/News/Detail/11243891?lang=vi-vn,DIV,0.1,1000,2024-07-15T00:00:00,2024-07-12,Trả cổ tức bằng tiền mặt,Cash Dividend,PTB
48404889,PTB - Trả cổ tức Đợt 1 năm 2024 bằng tiền 1000 đồng/cổ phiếu,PTB - Pay cash dividend 2024 - Interim 1 at VND 1000/share,2024-12-12,2025-01-16T00:00:00,http://fiinpro.com/News/Detail/11404889?lang=vi-vn,DIV,0.1,1000,2025-01-03T00:00:00,2025-01-02,Trả cổ tức bằng tiền mặt,Cash Dividend,PTB
57273230,PTB - Trả cổ tức Đợt 2 năm 2024 bằng tiền 1500 đồng/cổ phiếu,PTB - Pay cash dividend 2024 - Interim 2 at VND 1500/share,2025-06-06,2025-07-18T00:00:00,http://fiinpro.com/News/Detail/11593981?lang=vi-vn,DIV,0.15,1500,2025-06-30T00:00:00,2025-06-27,Trả cổ tức bằng tiền mặt,Cash Dividend,PTB
27370771,"PTB - Giảm niêm yết 1,100,000 cổ phiếu","PTB - Decreases 1,100,000 listed shares",2023-09-06,2023-09-07T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/b04fcf72-3b26-4584-90b2-91ee963315e4?ridx=1114326277,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PTB
16079133,PTB - Trả cổ tức Đợt 1 năm 2022 bằng tiền 1000 đồng/cổ phiếu,PTB - Pay cash dividend 2022 - Interim 1 at VND 1000/share,2022-12-09,2023-01-06T00:00:00,http://fiinpro.com/News/Detail/10633056?lang=vi-vn,DIV,0.1,1000,2022-12-23T00:00:00,2022-12-22,Trả cổ tức bằng tiền mặt,Cash Dividend,PTB
31908805,PTB - Trả cổ tức Đợt 1 năm 2023 bằng tiền 1500 đồng/cổ phiếu,PTB - Pay cash dividend 2023 - Interim 1 at VND 1500/share,2023-12-20,2024-01-26T00:00:00,http://fiinpro.com/News/Detail/11026260?lang=vi-vn,DIV,0.15,1500,2024-01-04T00:00:00,2024-01-03,Trả cổ tức bằng tiền mặt,Cash Dividend,PTB
60012535,PVT - Niêm yết bổ sung 113.918.597 cổ phiếu,"PVT- Lists additional 113,918,597 shares",2025-07-25,2025-07-25T00:00:00,http://fiinpro.com/News/Detail/11649499?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PVT
27427753,PVT - Trả cổ tức Cả năm năm 2022 bằng tiền 300 đồng/cổ phiếu,PVT - Pay cash dividend 2022 - Year at VND 300/share,2023-09-07,2023-10-05T00:00:00,http://fiinpro.com/News/Detail/10919903?lang=vi-vn,DIV,0.03,300,2023-09-15T00:00:00,2023-09-14,Trả cổ tức bằng tiền mặt,Cash Dividend,PVT
44004614,PVT - Trả cổ tức Cả năm năm 2023 bằng tiền 300 đồng/cổ phiếu,PVT - Pay cash dividend 2023 - Year at VND 300/share,2024-09-13,2024-10-10T00:00:00,http://fiinpro.com/News/Detail/11318493?lang=vi-vn,DIV,0.03,300,2024-09-20T00:00:00,2024-09-19,Trả cổ tức bằng tiền mặt,Cash Dividend,PVT
36324180,PVT - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,PVT - Issues dividend shares at 10%,2024-04-05,2024-04-11T00:00:00,http://fiinpro.com/News/Detail/11143370?lang=vi-vn,ISS,0.1,0,2024-04-12T00:00:00,2024-04-11,Phát hành cổ phiếu,Share Issue,PVT
57792589,PVT - Phát hành cổ phiếu trả cổ tức tỷ lệ 32%,PVT - Issues dividend shares at 32%,2025-06-13,2025-06-19T00:00:00,http://fiinpro.com/News/Detail/11598574?lang=vi-vn,ISS,0.32,0,2025-06-20T00:00:00,2025-06-19,Phát hành cổ phiếu,Share Issue,PVT
39946776,"PVT - Niêm yết bổ sung 32,361,392 cổ phiếu","PVT- Lists additional 32,361,392 shares",2024-06-21,2024-06-19T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/ca3388c4-e1d8-414f-8f05-b98f672b9b01?ridx=1452399896,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PVT
22411370,REE - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,REE - Issues dividend shares at 15%,2023-05-10,2023-05-19T00:00:00,http://fiinpro.com/News/Detail/10778028?lang=vi-vn,ISS,0.15,0,2023-05-22T00:00:00,2023-05-19,Phát hành cổ phiếu,Share Issue,REE
39898947,"REE - Niêm yết bổ sung 61,299,140 cổ phiếu","REE- Lists additional 61,299,140 shares",2024-06-20,2024-06-17T00:00:00,http://fiinpro.com/News/Detail/11223389?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,REE
37967234,REE - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,REE - Issues dividend shares at 15%,2024-05-10,2024-05-21T00:00:00,http://fiinpro.com/News/Detail/11180964?lang=vi-vn,ISS,0.15,0,2024-05-22T00:00:00,2024-05-21,Phát hành cổ phiếu,Share Issue,REE
24069287,"REE - Niêm yết bổ sung 53,303,776 cổ phiếu","REE- Lists additional 53,303,776 shares",2023-06-22,2023-06-20T00:00:00,http://fiinpro.com/News/Detail/10822186?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,REE
51209466,REE - Trả cổ tức Đợt 1 năm 2024 bằng tiền 1000 đồng/cổ phiếu,REE - Pay cash dividend 2024 - Interim 1 at VND 1000/share,2025-02-06,2025-04-04T00:00:00,http://fiinpro.com/News/Detail/11453656?lang=vi-vn,DIV,0.1,1000,2025-02-28T00:00:00,2025-02-27,Trả cổ tức bằng tiền mặt,Cash Dividend,REE
57173053,REE - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,REE - Issues dividend shares at 15%,2025-06-04,2025-06-11T00:00:00,http://fiinpro.com/News/Detail/11593167?lang=vi-vn,ISS,0.15,0,2025-06-12T00:00:00,2025-06-11,Phát hành cổ phiếu,Share Issue,REE
60169722,REE - Niêm yết bổ sung 70.644.739 cổ phiếu,"REE- Lists additional 70,644,739 shares",2025-07-31,2025-07-28T00:00:00,http://fiinpro.com/News/Detail/11657872?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,REE
18503180,REE - Trả cổ tức Đợt 1 năm 2022 bằng tiền 1000 đồng/cổ phiếu,REE - Pay cash dividend 2022 - Interim 1 at VND 1000/share,2023-02-06,2023-04-07T00:00:00,http://fiinpro.com/News/Detail/10679983?lang=vi-vn,DIV,0.1,1000,2023-03-01T00:00:00,2023-02-28,Trả cổ tức bằng tiền mặt,Cash Dividend,REE
36274685,REE - Trả cổ tức Cả năm năm 2023 bằng tiền 1000 đồng/cổ phiếu,REE - Pay cash dividend 2023 - Year at VND 1000/share,2024-04-04,2024-04-26T00:00:00,http://fiinpro.com/News/Detail/11141877?lang=vi-vn,DIV,0.1,1000,2024-04-15T00:00:00,2024-04-12,Trả cổ tức bằng tiền mặt,Cash Dividend,REE
46616243,SAB - Trả cổ tức Đợt 1 năm 2024 bằng tiền 2000 đồng/cổ phiếu,SAB - Pay cash dividend 2024 - Interim 1 at VND 2000/share,2024-11-06,2025-01-23T00:00:00,http://fiinpro.com/News/Detail/11371199?lang=vi-vn,DIV,0.2,2000,2024-12-27T00:00:00,2024-12-26,Trả cổ tức bằng tiền mặt,Cash Dividend,SAB
55785684,SAB - Trả cổ tức Đợt 2 năm 2024 bằng tiền 3000 đồng/cổ phiếu,SAB - Pay cash dividend 2024 - Interim 2 at VND 3000/share,2025-05-08,2025-07-31T00:00:00,https://www.hsx.vn/vi/tin-tuc/sab-thong-bao-ve-ngay-dang-ky-cuoi-cung-chi-tra-co-tuc-nam-2024-con-lai-bang-tien-mat/2372813,DIV,0.3,3000,2025-07-01T00:00:00,2025-06-30,Trả cổ tức bằng tiền mặt,Cash Dividend,SAB
27116641,SAB - Phát hành cổ phiếu thưởng tỷ lệ 100%,SAB - Issues bonus shares at 100%,2023-08-31,2023-09-14T00:00:00,http://fiinpro.com/News/Detail/10915670?lang=vi-vn,ISS,1,0,2023-09-15T00:00:00,2023-09-14,Phát hành cổ phiếu,Share Issue,SAB
29198966,"SAB - Niêm yết bổ sung 641,281,186 cổ phiếu","SAB- Lists additional 641,281,186 shares",2023-10-20,2023-10-18T00:00:00,http://fiinpro.com/News/Detail/10962566?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SAB
14290600,SAB - Trả cổ tức Đợt 1 năm 2022 bằng tiền 2500 đồng/cổ phiếu,SAB - Pay cash dividend 2022 - Interim 1 at VND 2500/share,2022-10-27,2023-01-11T00:00:00,http://fiinpro.com/News/Detail/10578919?lang=vi-vn,DIV,0.25,2500,2022-12-21T00:00:00,2022-12-20,Trả cổ tức bằng tiền mặt,Cash Dividend,SAB
15995422,SAB - Trả cổ tức Đợt 2 năm 2022 bằng tiền 1000 đồng/cổ phiếu,SAB - Pay cash dividend 2022 - Interim 2 at VND 1000/share,2022-12-07,2023-03-24T00:00:00,http://fiinpro.com/News/Detail/10620109?lang=vi-vn,DIV,0.1,1000,2023-03-03T00:00:00,2023-03-02,Trả cổ tức bằng tiền mặt,Cash Dividend,SAB
22667805,SAB - Trả cổ tức Đợt 3 năm 2022 bằng tiền 1500 đồng/cổ phiếu,SAB - Pay cash dividend 2022 - Interim 3 at VND 1500/share,2023-05-15,2023-07-07T00:00:00,http://fiinpro.com/News/Detail/10783033?lang=vi-vn,DIV,0.15,1500,2023-06-12T00:00:00,2023-06-09,Trả cổ tức bằng tiền mặt,Cash Dividend,SAB
31517769,SAB - Trả cổ tức Đợt 1 năm 2023 bằng tiền 1500 đồng/cổ phiếu,SAB - Pay cash dividend 2023 - Interim 1 at VND 1500/share,2023-12-08,2024-02-07T00:00:00,http://fiinpro.com/News/Detail/11016166?lang=vi-vn,DIV,0.15,1500,2024-01-05T00:00:00,2024-01-04,Trả cổ tức bằng tiền mặt,Cash Dividend,SAB
39911800,SAB - Trả cổ tức Đợt 2 năm 2023 bằng tiền 2000 đồng/cổ phiếu,SAB - Pay cash dividend 2023 - Interim 2 at VND 2000/share,2024-06-20,2024-07-31T00:00:00,http://fiinpro.com/News/Detail/11223396?lang=vi-vn,DIV,0.2,2000,2024-07-08T00:00:00,2024-07-05,Trả cổ tức bằng tiền mặt,Cash Dividend,SAB
49606805,SBT - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,SBT - Issues dividend shares at 10%,2025-01-03,2025-01-10T00:00:00,http://fiinpro.com/News/Detail/11425664?lang=vi-vn,ISS,0.1,0,2025-01-13T00:00:00,2025-01-10,Phát hành cổ phiếu,Share Issue,SBT
24881290,"SBT - Niêm yết bổ sung 67,312,430 cổ phiếu","SBT- Lists additional 67,312,430 shares",2023-07-12,2023-07-11T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/e197fbfb-e41f-4173-95fd-49ce0d512884?ridx=1760104189,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SBT
23952543,SBT - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,SBT - Issues dividend shares at 10%,2023-06-14,2023-06-20T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/f5191fa5-9cd3-4fd8-8d8a-6a8081527bab?ridx=43908136,ISS,0.1,0,2023-06-21T00:00:00,2023-06-20,Phát hành cổ phiếu,Share Issue,SBT
51547794,SBT - Niêm yết bổ sung 74.044.045 cổ phiếu,"SBT- Lists additional 74,044,045 shares",2025-02-13,2025-02-13T00:00:00,http://fiinpro.com/News/Detail/11461186?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SBT
22440248,"SCS - Niêm yết bổ sung 500,000 cổ phiếu","SCS- Lists additional 500,000 shares",2023-04-26,2023-04-26T00:00:00,http://fiinpro.com/News/Detail/10768732?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SCS
25466993,SCS - Trả cổ tức Đợt 2 năm 2022 bằng tiền 3500 đồng/cổ phiếu,SCS - Pay cash dividend 2022 - Interim 2 at VND 3500/share,2023-07-25,2023-08-18T00:00:00,http://fiinpro.com/News/Detail/10875817?lang=vi-vn,DIV,0.35,3500,2023-08-03T00:00:00,2023-08-02,Trả cổ tức bằng tiền mặt,Cash Dividend,SCS
32185302,SCS - Trả cổ tức Đợt 1 năm 2023 bằng tiền 2000 đồng/cổ phiếu,SCS - Pay cash dividend 2023 - Interim 1 at VND 2000/share,2023-12-26,2024-01-19T00:00:00,http://fiinpro.com/News/Detail/11030691?lang=vi-vn,DIV,0.2,2000,2024-01-04T00:00:00,2024-01-03,Trả cổ tức bằng tiền mặt,Cash Dividend,SCS
38958782,SCS - Trả cổ tức Đợt 2 năm 2023 bằng tiền 3000 đồng/cổ phiếu,SCS - Pay cash dividend 2023 - Interim 2 at VND 3000/share,2024-05-31,2024-06-26T00:00:00,http://fiinpro.com/News/Detail/11202884?lang=vi-vn,DIV,0.3,3000,2024-06-11T00:00:00,2024-06-10,Trả cổ tức bằng tiền mặt,Cash Dividend,SCS
48454750,SCS - Trả cổ tức Đợt 1 năm 2024 bằng tiền 3000 đồng/cổ phiếu,SCS - Pay cash dividend 2024 - Interim 1 at VND 3000/share,2024-12-13,2025-01-08T00:00:00,http://fiinpro.com/News/Detail/11405605?lang=vi-vn,DIV,0.3,3000,2024-12-24T00:00:00,2024-12-23,Trả cổ tức bằng tiền mặt,Cash Dividend,SCS
36964671,"SCS - Niêm yết bổ sung 507,800 cổ phiếu","SCS- Lists additional 507,800 shares",2024-04-17,2024-04-16T00:00:00,http://fiinpro.com/News/Detail/11157940?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SCS
40727215,SHB - Trả cổ tức Cả năm năm 2023 bằng tiền 500 đồng/cổ phiếu,SHB - Pay cash dividend 2023 - Year at VND 500/share,2024-07-05,2024-08-06T00:00:00,http://fiinpro.com/News/Detail/11247733?lang=vi-vn,DIV,0.05,500,2024-07-19T00:00:00,2024-07-18,Trả cổ tức bằng tiền mặt,Cash Dividend,SHB
56552941,SHB - Trả cổ tức Cả năm năm 2024 bằng tiền 500 đồng/cổ phiếu,SHB - Pay cash dividend 2024 - Year at VND 500/share,2025-05-23,2025-06-20T00:00:00,http://fiinpro.com/News/Detail/11588796?lang=vi-vn,DIV,0.05,500,2025-06-10T00:00:00,2025-06-09,Trả cổ tức bằng tiền mặt,Cash Dividend,SHB
54298373,SHB - Niêm yết bổ sung 402.838.460 cổ phiếu,"SHB- Lists additional 402,838,460 shares",2025-04-09,2025-04-03T00:00:00,http://fiinpro.com/News/Detail/11524677?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SHB
51916138,SHB - Phát hành cổ phiếu trả cổ tức tỷ lệ 11%,SHB - Issues dividend shares at 11%,2025-02-20,2025-02-26T00:00:00,http://fiinpro.com/News/Detail/11468525?lang=vi-vn,ISS,0.11,0,2025-02-27T00:00:00,2025-02-26,Phát hành cổ phiếu,Share Issue,SHB
40858628,"SHB - Niêm yết bổ sung 43,510,429 cổ phiếu","SHB- Lists additional 43,510,429 shares",2024-07-11,2024-07-09T00:00:00,http://fiinpro.com/News/Detail/11253377?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SHB
27101870,"SHB - Niêm yết bổ sung 552,014,917 cổ phiếu","SHB- Lists additional 552,014,917 shares",2023-08-31,2023-08-25T00:00:00,http://fiinpro.com/News/Detail/10914933?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SHB
27071839,SIP - Phát hành cổ phiếu thưởng tỷ lệ 55%,SIP - Issues bonus shares at 55%,2023-08-30,2023-09-07T00:00:00,http://fiinpro.com/News/Detail/10913580?lang=vi-vn,ISS,0.55,0,2023-09-08T00:00:00,2023-09-07,Phát hành cổ phiếu,Share Issue,SIP
1858474,SIP - Giao dịch bổ sung 1.588.107 cổ phiếu,"SIP - Registers additional shares 1,588,107 shares",2021-12-03,2024-11-04T00:00:00,http://fiinpro.com/News/Detail/10106804?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SIP
28587271,"SIP - Niêm yết bổ sung 90,903,777 cổ phiếu","SIP- Lists additional 90,903,777 shares",2023-10-05,2023-10-04T00:00:00,http://fiinpro.com/News/Detail/10947365?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SIP
30990036,SIP - Trả cổ tức Đợt 1 năm 2023 bằng tiền 1000 đồng/cổ phiếu,SIP - Pay cash dividend 2023 - Interim 1 at VND 1000/share,2023-11-30,2023-12-25T00:00:00,http://fiinpro.com/News/Detail/11007521?lang=vi-vn,DIV,0.1,1000,2023-12-08T00:00:00,2023-12-07,Trả cổ tức bằng tiền mặt,Cash Dividend,SIP
37870115,SIP - Trả cổ tức Cả năm năm 2023 bằng tiền 600 đồng/cổ phiếu,SIP - Pay cash dividend 2023 - Year at VND 600/share,2024-05-08,2024-05-24T00:00:00,http://fiinpro.com/News/Detail/11178051?lang=vi-vn,DIV,0.06,600,2024-05-16T00:00:00,2024-05-15,Trả cổ tức bằng tiền mặt,Cash Dividend,SIP
48105906,SIP - Trả cổ tức Đợt 1 năm 2024 bằng tiền 1000 đồng/cổ phiếu,SIP - Pay cash dividend 2024 - Interim 1 at VND 1000/share,2024-12-06,2024-12-25T00:00:00,http://fiinpro.com/News/Detail/11399577?lang=vi-vn,DIV,0.1,1000,2024-12-13T00:00:00,2024-12-12,Trả cổ tức bằng tiền mặt,Cash Dividend,SIP
55836630,SIP - Trả cổ tức Đợt 2 năm 2024 bằng tiền 700 đồng/cổ phiếu,SIP - Pay cash dividend 2024 - Interim 2 at VND 700/share,2025-05-09,2025-05-28T00:00:00,https://www.hsx.vn/vi/tin-tuc/sip-thong-bao-ve-ngay-dang-ky-cuoi-cung-chi-tra-co-tuc-dot-2-nam-2024-bang-tien/2373079,DIV,0.07,700,2025-05-16T00:00:00,2025-05-15,Trả cổ tức bằng tiền mặt,Cash Dividend,SIP
40585798,SIP - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,SIP - Issues dividend shares at 15%,2024-07-05,2024-07-10T00:00:00,http://fiinpro.com/News/Detail/11247454?lang=vi-vn,ISS,0.15,0,2024-07-11T00:00:00,2024-07-10,Phát hành cổ phiếu,Share Issue,SIP
58933219,SIP - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,SIP - Issues dividend shares at 15%,2025-07-04,2025-07-14T00:00:00,http://fiinpro.com/News/Detail/11622310?lang=vi-vn,ISS,0.15,0,2025-07-15T00:00:00,2025-07-14,Phát hành cổ phiếu,Share Issue,SIP
45121425,SIP - Niêm yết bổ sung 1.454.463 cổ phiếu,"SIP- Lists additional 1,454,463 shares",2024-10-04,2024-10-03T00:00:00,http://fiinpro.com/News/Detail/11338806?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SIP
42527705,"SIP - Niêm yết bổ sung 27,271,017 cổ phiếu","SIP- Lists additional 27,271,017 shares",2024-08-15,2024-08-12T00:00:00,http://fiinpro.com/News/Detail/11290722?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SIP
59872319,"SJS - Phát hành cổ phiếu thưởng tỷ lệ 83,9%","SJS - Issues bonus shares at 83,9%",2025-07-25,2025-07-30T00:00:00,http://fiinpro.com/News/Detail/11649254?lang=vi-vn,ISS,0.839,0,2025-07-31T00:00:00,2025-07-30,Phát hành cổ phiếu,Share Issue,SJS
24365972,"SJS - Trả cổ tức Đợt 1, 2017 bằng tiền 500 VND/CP","SJS - Pays Interim 1, 2017 cash dividend at VND500/share",2019-05-14,2024-12-31T00:00:00,http://cmsv5.stoxplus.com/medialib/Crawler/2019/2019-05/2019-05-14/20190514_20190513--SJS--TB-ngay-dkcc-chi-tra-co-tuc-2017-bang-tien.pdf,DIV,0.05,500,2019-05-24T00:00:00,2019-05-23,Trả cổ tức bằng tiền mặt,Cash Dividend,SJS
23996256,"SSB - Phát hành cổ phiếu trả cổ tức tỷ lệ 14,4684%",SSB - Issues dividend shares at 14.4684%,2023-06-16,2023-06-23T00:00:00,http://fiinpro.com/News/Detail/10817684?lang=vi-vn,ISS,0.144684,0,2023-06-26T00:00:00,2023-06-23,Phát hành cổ phiếu,Share Issue,SSB
57156420,SSB - Niêm yết bổ sung 10.000.000 cổ phiếu,"SSB- Lists additional 10,000,000 shares",2025-06-04,2025-06-03T00:00:00,http://fiinpro.com/News/Detail/11592954?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SSB
39088607,"SSB - Niêm yết bổ sung 42,000,000 cổ phiếu","SSB- Lists additional 42,000,000 shares",2024-05-31,2024-05-28T00:00:00,http://fiinpro.com/News/Detail/11202928?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SSB
25765009,"SSB - Niêm yết bổ sung 413,401,732 cổ phiếu","SSB- Lists additional 413,401,732 shares",2023-08-01,2023-07-26T00:00:00,http://fiinpro.com/News/Detail/10881639?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,SSB
